UTC	Pack_count	IMUTemp	q0	q1	q2	q3	Roll	Pitch	Yaw	RollRate	PitchRate	YawRate	AccX	AccY	AccZ	RealAccX	RealAccY	RealAccZ	PosX	PosY	PosZ	Long	Lat	Height	VelX	VelY	VelZ	RSSI	SNR
13:10:11:58	702	26.3906	-0.69531	0.0059166	0.0016356	0.71875	-91.8973	-0.617573	-0.0288544	-0.054626	0.12378	-0.028854	-1.0264	-0.76611	3.2363	0.925293	-1.08301	13.0078	0	0	0	24.78627	120.9977	144.3371	-0.8178711	-0.4299316	144.3371	-62	6.75
13:10:11:91	703	26.3906	-0.69434	0.0063095	0.00076723	0.71973	-92.0551	-0.581342	-0.0247498	-0.13782	0.027756	-0.02475	0.44141	-0.63721	1.5371	0.733887	0.361816	11.3203	0	0	0	24.78627	120.9977	144.33	-0.7871094	-0.4423828	144.33	-57	6.75
13:10:12:25	704	26.3906	-0.69189	0.007988	-0.0010147	0.72217	-92.4493	-0.580419	-0.0287018	0.062683	0.13367	-0.028702	-2.207	1.957	-0.62988	-1.7793	-2.3984	9.1484	0	0	0	24.78627	120.9977	144.3402	-0.8618164	-0.4255371	144.3402	-58	6.75
13:10:12:59	705	26.3906	-0.6875	0.0076637	0.001441	0.72607	-93.1231	-0.751258	-0.0900269	0.05777	0.23779	-0.090027	-1.2822	-1.457	0.5918	1.63867	-1.28125	10.3516	0	0	0	24.78626	120.9977	144.3166	-0.8349609	-0.4443359	144.3166	-57	6.25
13:10:12:93	706	26.3906	-0.66943	0.0076561	0.0014887	0.74268	-95.9351	-0.765966	-0.150269	-0.0034065	-0.014	-0.15027	0.67383	0.16296	-0.21631	-0.1026	0.57617	9.5781	0	0	0	24.78626	120.9977	144.3238	-0.7783203	-0.3986816	144.3238	-57	6.5
13:10:13:27	707	26.3906	-0.65039	0.0075188	0.0025692	0.75977	-98.8677	-0.845849	-0.129639	-0.040466	-0.055878	-0.12964	-0.38525	-0.038422	-0.065857	0.24756	-0.43555	9.7188	0	0	0	24.78626	120.9977	144.2751	-0.8271484	-0.3432617	144.2751	-59	6.75
13:10:13:61	708	26.3906	-0.62939	0.0072937	0.0043182	0.77686	-101.9713	-0.9610588	-0.1768799	0.035034	-0.064941	-0.17688	-0.69336	-0.64404	0.69238	0.958008	-0.56543	10.4688	0	0	0	24.78626	120.9977	144.3026	-0.8457031	-0.2963867	144.3026	-62	6.5
13:10:13:94	709	26.4063	-0.60791	0.0080338	0.001544	0.79395	-105.1156	-0.8385177	-0.1322021	-0.034973	0.046722	-0.1322	1.0859	-1.915	2.8145	1.74316	1.45313	12.5938	0	0	0	24.78626	120.9977	144.306	-0.8227539	-0.2607422	144.306	-71	7
13:10:14:28	710	26.4063	-0.604	0.0062866	0.00019479	0.79688	-105.6761	-0.5876324	0.08099365	0.0078201	0.10663	0.080994	-0.47876	1.958	-1.6553	-1.6807	-1.0469	8.1406	0	0	0	24.78626	120.9977	144.2894	-0.8505859	-0.2180176	144.2894	-61	6.5
13:10:14:62	711	26.3906	-0.62207	0.0061417	0.00032282	0.7832	-103.0802	-0.5739872	0.1168823	-0.065613	0.13513	0.11688	-0.11133	-1.1797	0.1637	1.2617	0.079956	9.9453	0	0	0	24.78626	120.9977	144.305	-0.8105469	-0.2729492	144.305	-59	6.5
13:10:14:96	712	26.3906	-0.62305	0.0049706	-0.00021112	0.78223	-102.9236	-0.430435	-0.05050659	0.27075	0.12024	-0.050507	-0.58057	-0.8042	0.45166	0.979004	-0.424805	10.2344	0	0	0	24.78626	120.9977	144.3069	-0.8408203	-0.3007813	144.3069	-61	7
13:10:15:30	713	26.3906	-0.61279	0.0053329	-9.24E-06	0.79004	-104.4006	-0.4823003	-0.1055908	0.0078735	0.056396	-0.10559	-1.083	0.077881	0.94824	0.280273	-1.1377	10.7266	0	0	0	24.78626	120.9976	144.2931	-0.8603516	-0.2404785	144.2931	-57	6
13:10:15:64	714	26.4063	-0.60938	0.0039063	0.00090647	0.79297	-104.9167	-0.4181888	0.0413208	-0.098267	0.033783	0.041321	-0.29175	-1.084	1.2061	1.19922	-0.0501099	10.9844	0	0	0	24.78626	120.9976	144.3067	-0.8691406	-0.2436523	144.3067	-54	6.75
13:10:15:98	715	26.4063	-0.61719	0.0029507	0.00053883	0.78662	-103.7637	-0.3041739	0.08050537	0.097595	0.010414	0.080505	0.77246	1.5137	-0.87012	-1.6064	0.375	8.9297	0	0	0	24.78626	120.9976	144.3329	-0.8662109	-0.2318115	144.3329	-54	6.5
13:10:16:31	716	26.4063	-0.62842	0.0073624	-0.00057077	0.77783	-102.1267	-0.6151476	0.04693604	-0.10645	0.12335	0.046936	-2.7285	-0.56885	-0.18384	1.2217	-2.6563	9.5625	0	0	0	24.78626	120.9976	144.3279	-0.8466797	-0.2634277	144.3279	-61	6.5
13:10:16:65	717	26.3906	-0.63184	0.0073471	0.00010973	0.77539	-101.6465	-0.6604426	0.01763916	-0.16235	-0.3252	0.017639	1.4795	-5.207	5.1133	5.02344	2.33984	14.8594	0	0	0	24.78626	120.9976	144.3398	-0.8657227	-0.2785645	144.3398	-59	6.5
13:10:16:99	718	26.3906	-0.63281	0.0084	-0.0037289	0.77393	-101.4527	-0.4747993	-0.01780701	-0.089722	-0.31006	-0.017807	-2.0059	-0.42236	0.21777	0.92725	-2.0547	9.9609	0	0	0	24.78626	120.9976	144.3544	-0.8955078	-0.2636719	144.3544	-57	6.5
13:10:17:33	719	26.3906	-0.63623	0.0037022	-0.0028915	0.77148	-100.9758	-0.1164796	0.02394104	-0.049316	0.17529	0.023941	-0.36743	-0.21899	1.9229	0.288818	-0.432617	11.7109	0	0	0	24.78626	120.9976	144.3345	-0.8432617	-0.2790527	144.3345	-55	7
13:10:17:67	720	26.3594	-0.63867	-0.00056076	0.0014095	0.76953	-100.6182	-0.0537052	0.01309967	0.0076637	0.0034466	0.0131	-0.3623	-0.17444	0.10925	0.24768	-0.29468	9.8984	0	0	0	24.78626	120.9976	144.3591	-0.8657227	-0.2714844	144.3591	-55	6.75
13:10:18:00	721	26.3594	-0.64063	-0.00083971	-0.00041819	0.76807	-100.3387	0.1045712	-0.03219604	-0.16516	0.10345	-0.032196	-0.99854	-2.1914	0.098572	2.3066	-0.60107	9.8906	0	0	0	24.78626	120.9976	144.3641	-0.8828125	-0.2990723	144.3641	-54	7
13:10:18:34	722	26.3594	-0.64111	-0.00066662	0.0012884	0.76758	-100.26	-0.03601308	0.04919434	0.0080109	-0.024414	0.049194	0.1449	0.84131	-0.30225	-0.84473	0.020569	9.4844	0	0	0	24.78626	120.9976	144.3237	-0.8447266	-0.2619629	144.3237	-53	6.25
13:10:18:68	723	26.3594	-0.64014	0.002594	0.0012798	0.76807	-100.3815	-0.322284	-0.04885864	0.016968	0.10675	-0.048859	-1.4229	-0.84668	4.1328	1.1543	-1.26367	13.9141	0	0	0	24.78626	120.9976	144.3172	-0.871582	-0.2561035	144.3172	-55	6
13:10:19:02	724	26.3594	-0.63477	0.0069771	0.0028305	0.77246	-101.1752	-0.8237733	-0.03799438	0.19202	0.033905	-0.037994	-2.5938	-2.2129	-2.3555	2.7793	-2.1328	7.3906	0	0	0	24.78626	120.9976	144.284	-0.9418945	-0.2172852	144.284	-66	6.5
13:10:19:36	725	26.3594	-0.63867	0.0037479	0.001152	0.76953	-100.6175	-0.4147776	0.06610107	0.07019	0.18286	0.066101	-0.68799	0.77051	0.2323	-0.57666	-0.84082	10.0234	0	0	0	24.78626	120.9976	144.2929	-0.9360352	-0.2169189	144.2929	-64	7
13:10:19:70	726	26.375	-0.64893	0.0035038	0.00084972	0.76074	-99.0699	-0.368688	0.0566101	-0.099854	-0.070007	0.05661	0.96094	0.76367	-0.81641	-0.84033	0.79053	8.9844	0	0	0	24.78626	120.9976	144.2887	-0.9331055	-0.2310791	144.2887	-68	6
13:10:20:03	727	26.375	-0.65088	0.0027714	-0.00019574	0.75928	-98.7909	-0.226495	-0.0328979	0.0066376	0.050751	-0.032898	-0.20044	0.12476	0.47607	-0.056427	-0.256592	10.2656	0	0	0	24.78626	120.9976	144.2442	-0.9331055	-0.2462158	144.2442	-56	5.5
13:10:20:37	728	26.375	-0.64648	0.0013237	-0.00068045	0.7627	-99.4286	-0.0653037	0.0165253	-0.001317	-0.043884	0.016525	1	-0.22168	0.051025	0.071594	0.99609	9.8438	0	0	0	24.78626	120.9976	144.2367	-0.8554688	-0.237793	144.2367	-55	6.25
13:10:20:71	729	26.375	-0.64844	0.00076675	0.00058031	0.76123	-99.1494	-0.110011	0.0105057	0.0039673	0.006134	0.010506	-2.3945	2.4746	-4.0195	-2.0527	-2.7578	5.7734	0	0	0	24.78626	120.9976	144.2386	-0.9321289	-0.2164307	144.2386	-52	6
13:10:21:05	730	26.375	-0.64453	0.0013981	-0.00096369	0.76465	-99.744	-0.0513219	-0.0252228	0.11591	-0.20068	-0.025223	1.8525	0.43066	0.14478	-0.70801	1.7324	9.9375	0	0	0	24.78626	120.9976	144.1858	-0.9101563	-0.190918	144.1858	-53	6.5
13:10:21:39	731	26.375	-0.64941	-0.0021725	-0.0010366	0.76074	-99.0278	0.266404	0.0525818	-0.16211	0.06488	0.052582	0.53027	0.80762	-1.1523	-0.92529	0.39429	8.6328	0	0	0	24.78626	120.9976	144.1859	-0.9086914	-0.1934814	144.1859	-54	7
13:10:21:73	732	26.3594	-0.65723	-0.0037289	0.00029469	0.75391	-97.8379	0.299849	0.0829468	0.13635	-0.19543	0.082947	2.4277	0.63037	0.19128	-0.98584	2.3867	9.9609	0	0	0	24.78626	120.9976	144.1924	-0.9423828	-0.2070313	144.1924	-50	6.5
13:10:22:06	733	26.3594	-0.65771	0.00028944	-0.00097752	0.75342	-97.7598	0.048674	-0.026001	0.040588	0.011131	-0.026001	0.76123	-1.0215	-0.034698	0.90088	0.87793	9.7578	0	0	0	24.78626	120.9976	144.1436	-0.9882813	-0.2049561	144.1436	-47	6.5
13:10:22:40	734	26.3594	-0.65332	-0.00021803	0.00082111	0.75732	-98.4334	-0.0425354	-0.0313721	0.10132	0.030151	-0.031372	-0.92871	-1.0635	1.6514	1.19336	-0.733398	11.4453	0	0	0	24.78626	120.9976	144.1297	-0.940918	-0.1966553	144.1297	-45	5.75
13:10:22:74	735	26.3594	-0.65576	-0.00039244	-0.0021667	0.75488	-98.039	0.196792	0.0634766	-0.075745	-0.020187	0.063477	-0.067383	-1.4766	1.5586	1.43555	0.0997925	11.3516	0	0	0	24.78626	120.9976	144.1121	-0.9770508	-0.1958008	144.1121	-44	5.5
13:10:23:08	736	26.3594	-0.66162	-0.010201	-0.0079041	0.75	-97.1638	1.47548	0.226196	0.34473	-0.019272	0.2262	4.0938	7.9766	3.2285	-8.75	3.15234	12.7813	0	0	0	24.78626	120.9976	144.0343	-0.9291992	-0.1695557	144.0343	-47	6.25
13:10:23:41	737	26.3594	-0.6665	-0.0015726	-0.0032539	0.74561	-96.4129	0.382824	0.0234222	0.011971	-0.050995	0.023422	1.8975	2.5098	-1.1807	-2.7578	1.584	8.5938	0	0	0	24.78626	120.9976	144.005	-0.9404297	-0.1954346	144.005	-49	7
13:10:23:75	738	26.375	-0.67188	0.0003407	0.0027847	0.74072	-95.581	-0.243296	0.083252	0.17273	0.10925	0.083252	0.4729	-1.1357	0.94922	1.11914	0.638184	10.7344	0	0	0	24.78626	120.9976	143.9858	-0.9838867	-0.2077637	143.9858	-51	6.25
13:10:24:09	739	26.375	-0.68311	-0.0026684	0.0019569	0.72998	-93.7996	0.0700574	0.0536804	-0.029831	0.146	0.05368	0.20129	0.43945	-0.34277	-0.47632	0.23071	9.4453	0	0	0	24.78626	120.9976	143.9294	-0.9648438	-0.2386475	143.9294	-49	6.5
13:10:24:43	740	26.375	-0.68701	0.00065279	0.0041351	0.72656	-93.2063	-0.379934	0.0242615	0.042664	-0.15295	0.024261	-1.2676	2.0449	-1.1279	-1.9004	-1.3311	8.6875	0	0	0	24.78626	120.9976	143.9173	-1.001953	-0.2216797	143.9173	-45	6.5
13:10:24:77	741	26.3594	-0.6958	0.0016174	0.0015993	0.71826	-91.82	-0.260633	0.111389	-0.21814	0.0072937	0.11139	0.64746	1.8145	-0.7373	-1.792	0.57227	9.0625	0	0	0	24.78626	120.9976	143.868	-1.027344	-0.2595215	143.868	-49	6.5
13:10:25:10	742	26.3594	-0.70459	0.0060501	0.0068054	0.70996	-90.4357	-1.04114	0.0753174	-0.44336	-0.27393	0.075317	-3.2617	-3.4043	-0.11517	3.6289	-3.2695	9.5859	0	0	0	24.78626	120.9975	143.8401	-0.9711914	-0.2766113	143.8401	-47	6.5
13:10:25:44	743	26.3594	-0.71533	0.010368	0.006012	0.69873	-88.6505	-1.32301	0.0606995	-0.15088	-0.5542	0.060699	-0.66992	-2.8242	2.8359	3.16797	-0.838867	12.5313	0	0	0	24.78626	120.9975	143.8344	-1.025391	-0.2722168	143.8344	-50	6.75
13:10:25:78	744	26.375	-0.7373	0.0084991	0.0023346	0.67578	-85.01	-0.855121	0.220215	-0.038269	0.0021553	0.22021	-0.0048218	-0.8291	2.4004	1.00781	-0.197876	12.1719	0	0	0	24.78626	120.9975	143.8067	-1.053711	-0.354248	143.8067	-45	4.5
13:10:26:12	745	26.375	-0.7627	0.0041428	0.00017607	0.64648	-80.5703	-0.322401	0.254395	-0.0039635	0.011192	0.25439	1.333	0.90479	-0.2561	-0.61719	1.4063	9.5469	0	0	0	24.78625	120.9975	143.8149	-0.9956055	-0.4206543	143.8149	-48	6.75
13:10:26:46	746	26.375	-0.78711	0.0054436	0.001133	0.6167	-76.1556	-0.486938	0.237183	-0.16797	-0.26758	0.23718	1.042	0.76855	-1.9951	-0.40698	1.127	7.8086	0	0	0	24.78625	120.9975	143.8538	-0.9477539	-0.4694824	143.8538	-45	6
13:10:26:80	747	26.375	-0.81104	0.0058365	0.0016642	0.58545	-71.6455	-0.545919	0.252441	-0.025482	-0.010208	0.25244	-0.53809	-0.058624	-2.6797	-0.046234	-0.58447	7.1055	0	0	0	24.78625	120.9975	143.8369	-0.9379883	-0.5375977	143.8369	-49	7
13:10:27:13	748	26.375	-0.83203	0.0082321	0.0040894	0.55469	-67.376	-0.913152	0.20105	0.24414	0.11035	0.20105	-0.64014	-2.5723	1.9375	2.30078	-1.66309	11.6797	0	0	0	24.78625	120.9975	143.866	-0.8837891	-0.6113281	143.866	-50	6.5
13:10:27:47	749	26.375	-0.85254	0.0094147	0.0040588	0.52295	-63.0444	-0.96036	0.238281	-0.12274	-0.01738	0.23828	0.22339	-0.60156	0.42993	0.811035	-0.208496	10.2031	0	0	0	24.78625	120.9975	143.9115	-0.815918	-0.6269531	143.9115	-49	6.75
13:10:27:81	750	26.375	-0.87158	0.0087662	0.0014896	0.48999	-58.6836	-0.641115	0.172852	-0.1059	0.16345	0.17285	0.21606	-0.27197	1.5098	0.453369	-0.125732	11.2969	0	0	0	24.78625	120.9975	143.9193	-0.7998047	-0.6918945	143.9193	-55	6.5
13:10:28:15	751	26.375	-0.88574	0.0068436	0.0039825	0.46362	-55.2545	-0.768173	0.120728	0.48584	-0.073242	0.12073	-2.4492	-2.2598	1.6787	0.618164	-3.3418	11.4453	0	0	0	24.78625	120.9975	143.9452	-0.7700195	-0.7270508	143.9452	-49	6.75
13:10:28:48	752	26.3594	-0.89258	0.0010366	0.0043869	0.45068	-53.5811	-0.502329	0.106018	0.2583	0.15869	0.10602	0.73779	0.10541	0.91064	0.431641	0.706055	10.6953	0	0	0	24.78625	120.9975	143.9737	-0.7421875	-0.7529297	143.9737	-53	6.25
13:10:28:82	753	26.3594	-0.89795	0.0049782	0.0050278	0.43994	-52.2024	-0.768404	0.0707397	0.20483	0.42529	0.07074	0.83789	-5.0195	-3.6504	4.5352	-2.4336	6.0898	0	0	0	24.78624	120.9975	143.9528	-0.7363281	-0.8310547	143.9528	-54	6.5
13:10:29:16	754	26.3594	-0.90332	0.0049896	0.0017939	0.42871	-50.7759	-0.430898	0.0474854	-0.034821	-0.10645	0.047485	3.0684	0.41992	1.0703	1.71094	2.55664	10.8672	0	0	0	24.78624	120.9975	143.9955	-0.6943359	-0.7695313	143.9955	-50	6.5
13:10:29:50	755	26.3594	-0.90332	0.0070305	0.0025101	0.42871	-50.7743	-0.605319	0.00349236	-0.0020847	0.099426	0.0034924	-0.46289	1.2207	-1.4746	-1.1582	0.32495	8.3281	0	0	0	24.78624	120.9975	143.9877	-0.6821289	-0.7416992	143.9877	-43	6.75
13:10:29:83	756	26.3594	-0.90674	0.0062103	0.0015039	0.42163	-49.8743	-0.456331	0.0360107	0.04599	0.0024414	0.036011	0.14722	0.49219	-1.3848	-0.21387	0.34985	8.4141	0	0	0	24.78624	120.9975	144.0343	-0.6816406	-0.7314453	144.0343	-40	6.25
13:10:30:17	757	26.3594	-0.91357	0.011711	-0.0019341	0.40674	-47.9949	-0.343304	0.14563	-0.29858	-0.29126	0.14563	-2.623	-0.96924	2.4844	-0.928223	-2.91406	12.2109	0	0	0	24.78623	120.9975	144.0639	-0.6381836	-0.7089844	144.0639	-36	6.5
13:10:30:51	758	26.375	-0.92822	0.0044861	-0.0001862	0.37158	-43.6333	-0.171265	0.332764	-0.20886	0.044312	0.33276	0.65771	-0.021591	0.35889	0.518555	0.32959	10.1484	0	0	0	24.78623	120.9975	144.0602	-0.5634766	-0.7514648	144.0602	-33	6.75
13:10:30:85	759	26.375	-0.94971	0.0041008	-0.0017195	0.31274	-36.4542	0.0401731	0.412598	0.203	-0.1272	0.4126	0.58984	5.7539	0.29468	-2.91797	4.92188	10.1172	0	0	0	24.78623	120.9975	144.1207	-0.4504395	-0.7124023	144.1207	-29	6.75
13:10:31:19	760	26.375	-0.97168	0.0040169	0.0014582	0.23584	-27.2843	-0.270974	0.500977	0.0075874	0.089172	0.50098	-2.7227	-1.1572	-4.918	-1.8828	-2.3027	4.8633	0	0	0	24.78623	120.9975	144.1496	-0.3342285	-0.7324219	144.1496	-31	6.75
13:10:31:53	761	26.3906	-0.99121	0.0065308	0.00026369	0.13074	-15.0267	-0.127838	0.739746	-0.10181	0.0046997	0.73975	1.8096	1.0146	0.53125	1.51855	1.29395	10.3359	0	0	0	24.78623	120.9975	144.1381	-0.1451416	-0.6577148	144.1381	-28	6.5
13:10:31:87	762	26.3906	-1	0.0078011	-0.00056219	-0.01223	1.4008	0.075339	0.86084	0.0099487	0.025742	0.86084	0.21057	0.87109	0.32495	0.222778	0.707031	10.125	0	0	0	24.78622	120.9975	144.1397	0.01708984	-0.4887695	144.1397	-28	6.75
13:10:32:20	763	26.3906	-0.9873	0.0097427	-0.002491	-0.15918	18.3133	0.459446	0.907227	-0.13879	-0.0040894	0.90723	-0.17163	0.17688	0.34717	-0.187134	0.0225983	10.1406	0	0	0	24.78622	120.9975	144.1487	0.09747314	-0.3374023	144.1487	-25	6.25
13:10:32:54	764	26.3906	-0.95117	0.0081024	-0.0042915	-0.30835	35.9184	0.754158	0.846191	-0.00064278	-0.042908	0.84619	-0.45532	0.49609	0.1333	-0.19873	0.54395	9.9297	0	0	0	24.78622	120.9975	144.1364	0.07183838	-0.1224365	144.1364	-24	6
13:10:32:88	765	26.3906	-0.89697	0.008606	-0.0039749	-0.44141	52.3992	0.844327	0.751953	-0.020813	-0.017532	0.75195	0.16211	0.18738	0.13745	0.1026	-0.13538	9.9297	0	0	0	24.78622	120.9975	144.1739	0.02589417	-0.03497314	144.1739	-25	6.5
13:10:33:22	766	26.3906	-0.84277	0.0066605	-0.0028305	-0.53857	65.1584	0.684168	0.671387	-0.0020905	-0.040009	0.67139	0.62695	1.4873	0.20911	1.49805	-0.0358276	10.0156	0	0	0	24.78622	120.9975	144.227	0.03149414	0.00932312	144.227	-28	6.75
13:10:33:56	767	26.4063	-0.77734	0.0061035	-0.0040359	-0.62891	77.9471	0.799529	0.521973	-0.0055313	0.00048423	0.52197	-0.17932	0.38721	0.074768	0.20544	0.21118	9.8672	0	0	0	24.78622	120.9975	144.2167	-0.03051758	0.05740356	144.2167	-29	6.75
13:10:33:89	768	26.4063	-0.74707	0.0060234	-0.0042839	-0.66504	83.3493	0.825428	0.0901489	0.0073242	0.0041199	0.090149	-0.10754	0.18982	0.0021324	0.035492	0.097168	9.7969	0	0	0	24.78622	120.9975	144.2494	-0.0824585	0.1176147	144.2494	-29	6.25
13:10:34:23	769	26.4063	-0.75342	0.0061531	-0.0049896	-0.65723	82.1969	0.894539	-0.0819702	0.0030518	0.0094604	-0.08197	-0.14026	0.070984	-0.010094	-0.10162	0.12238	9.7813	0	0	0	24.78622	120.9975	144.2639	-0.09057617	0.1479492	144.2639	-29	6.75
13:10:34:57	770	26.4063	-0.75586	0.0062981	-0.0045929	-0.65479	81.8019	0.870298	0.0110703	0.00085688	0.0059509	0.01107	0.027634	0.10901	-0.002861	-0.036682	-0.045959	9.7891	0	0	0	24.78622	120.9975	144.2428	-0.0826416	0.1529541	144.2428	-29	6.5
13:10:34:91	771	26.4063	-0.75635	0.0062027	-0.0046997	-0.65381	81.6807	0.872434	-0.00537872	0.0021572	0.0055084	-0.0053787	-0.043915	0.042236	-0.0060272	-0.11328	0.018158	9.7813	0	0	0	24.78622	120.9975	144.2614	-0.09655762	0.1730957	144.2614	-29	6.25
13:10:35:25	772	26.4063	-0.75732	0.0061836	-0.0047722	-0.65332	81.5653	0.87674	-0.00495529	-0.00013888	0.0080948	-0.0049553	-0.05072	0.073059	0.013596	-0.085205	0.030228	9.8047	0	0	0	24.78622	120.9975	144.2454	-0.097229	0.1871338	144.2454	-29	6.75
13:10:35:58	773	26.4063	-0.75732	0.0061302	-0.0048256	-0.65283	81.523	0.877593	-0.00362206	-0.00079155	0.0073547	-0.0036221	-0.025696	0.050751	0.010223	-0.10364	0.0036411	9.7969	0	0	0	24.78623	120.9975	144.261	-0.1013794	0.2025146	144.261	-27	6.5
13:10:35:92	774	26.4063	-0.75781	0.0060158	-0.0048027	-0.65234	81.4441	0.866887	-0.00450134	-0.00057364	0.0063248	-0.0045013	-0.02919	0.048096	0.0057907	-0.10486	0.0081177	9.7969	0	0	0	24.78623	120.9975	144.2858	-0.105896	0.2155762	144.2858	-24	6.5
13:10:36:26	775	26.4063	-0.7583	0.005909	-0.0048218	-0.65186	81.3653	0.860408	-0.00703812	-0.00085974	0.0092468	-0.0070381	-0.033539	0.063965	0.02446	-0.089294	0.016495	9.8125	0	0	0	24.78623	120.9975	144.2669	-0.1051636	0.2241211	144.2669	-23	6
13:10:36:60	776	26.3906	-0.75879	0.0058289	-0.0048714	-0.65137	81.2865	0.85859	-0.00579453	0.0011387	0.0074272	-0.0057945	-0.023132	0.049377	-0.011208	-0.1012	0.0060883	9.7813	0	0	0	24.78623	120.9975	144.2808	-0.1098022	0.2369385	144.2808	-23	6.5
13:10:36:94	777	26.3906	-0.75879	0.0056763	-0.0048752	-0.65088	81.2441	0.847756	-0.00489044	-0.00032187	0.0082397	-0.0048904	-0.031525	0.055969	-0.013474	-0.094116	0.017502	9.7734	0	0	0	24.78623	120.9975	144.2773	-0.1116333	0.2491455	144.2773	-23	6.75
13:10:37:27	778	26.3906	-0.75928	0.0056305	-0.0049133	-0.65039	81.1653	0.847528	-0.00481415	0.00022101	0.0075531	-0.0048141	-0.036865	0.070923	0.0071678	-0.080444	0.026276	9.7969	0	0	0	24.78623	120.9975	144.2447	-0.1075439	0.2543945	144.2447	-23	6.5
13:10:37:61	779	26.3906	-0.75977	0.0055504	-0.0049248	-0.65039	81.1289	0.842202	-0.00646591	-0.0016356	0.0094681	-0.0064659	-0.015076	0.049896	0.0062828	-0.097229	0.0026073	9.7969	0	0	0	24.78623	120.9975	144.2351	-0.1092529	0.2658691	144.2351	-23	6.75
13:10:37:95	780	26.3906	-0.75977	0.0054665	-0.0049362	-0.6499	81.0865	0.837171	-0.00627518	-0.00016844	0.0084076	-0.0062752	-0.014	0.042755	0.0065269	-0.10309	0.0020046	9.7969	0	0	0	24.78623	120.9975	144.2343	-0.1118774	0.2756348	144.2343	-23	7
13:10:38:29	781	26.3906	-0.75977	0.0053444	-0.0049477	-0.6499	81.0866	0.829074	-0.00120735	0.00040364	0.0055733	-0.0012074	-0.019608	0.047363	0.0061226	-0.097778	0.010239	9.7969	0	0	0	24.78623	120.9975	144.2034	-0.1070557	0.2763672	144.2034	-23	6.5
13:10:38:63	782	26.375	-0.76025	0.0052948	-0.0050201	-0.64941	81.0077	0.831587	-0.00519943	0.00019538	0.0088577	-0.0051994	-0.021698	0.051056	0.018738	-0.095459	0.014488	9.8047	0	0	0	24.78623	120.9975	144.2034	-0.1063843	0.2861328	144.2034	-24	6.75
13:10:38:97	783	26.375	-0.76025	0.0052452	-0.0050926	-0.64941	81.0078	0.834212	-0.00465012	-0.00077581	0.0079727	-0.0046501	-0.0072899	0.04718	-0.0075569	-0.097046	0.0012245	9.7813	0	0	0	24.78623	120.9975	144.2092	-0.1044922	0.2963867	144.2092	-24	6.5
13:10:39:30	784	26.375	-0.76074	0.0051041	-0.0051155	-0.64893	80.929	0.825611	-0.00374603	-0.000772	0.0063019	-0.003746	-0.0033169	0.045502	3.15E-05	-0.096558	-0.00059557	9.7891	0	0	0	24.78623	120.9975	144.2021	-0.09381104	0.2973633	144.2021	-22	6.75
13:10:39:64	785	26.4063	-0.76074	0.0049706	-0.0051231	-0.64893	80.9291	0.816347	-0.00167561	0.00010318	0.0057106	-0.0016756	-0.018036	0.045288	0.015152	-0.097595	0.016052	9.8047	0	0	0	24.78623	120.9975	144.1989	-0.09051514	0.2973633	144.1989	-23	6.75
13:10:39:98	786	26.4063	-0.76074	0.0049095	-0.0051422	-0.64893	80.9291	0.813471	-0.00297356	0.0007	0.0058289	-0.0029736	-0.0036259	0.053497	0.0064735	-0.086609	0.0043373	9.7969	0	0	0	24.78623	120.9975	144.2021	-0.08874512	0.3015137	144.2021	-23	7
13:10:40:32	787	26.4063	-0.76074	0.0047836	-0.0051651	-0.64893	80.9292	0.806104	-0.00481796	-0.00027037	0.0072746	-0.004818	0.0065689	0.04425	-0.0041695	-0.092896	-0.0051003	9.7813	0	0	0	24.78623	120.9975	144.1521	-0.08184814	0.298584	144.1521	-23	6.75
13:10:40:66	788	26.4063	-0.76074	0.0046349	-0.0051537	-0.64893	80.9293	0.794042	-0.00218582	0.00030684	0.006012	-0.0021858	-0.0076981	0.041718	0.0053291	-0.095642	0.010727	9.7969	0	0	0	24.78623	120.9975	144.1635	-0.07727051	0.2971191	144.1635	-23	6.75
13:10:41:00	789	26.4063	-0.76074	0.0045128	-0.0051575	-0.64941	80.972	0.785051	-0.00656891	-0.00035787	0.0082932	-0.0065689	-0.015778	0.042175	0.0073891	-0.095154	0.020615	9.7969	0	0	0	24.78623	120.9975	144.1357	-0.06933594	0.2912598	144.1357	-23	6.75
13:10:41:33	790	26.3906	-0.76074	0.0044289	-0.0051765	-0.64941	80.972	0.780471	-0.00205612	0.00013959	0.0059662	-0.0020561	-0.013184	0.043304	0.01313	-0.092651	0.019745	9.8047	0	0	0	24.78623	120.9975	144.1283	-0.0637207	0.2873535	144.1283	-22	6.75
13:10:41:67	791	26.3906	-0.76074	0.0043678	-0.0052071	-0.64941	80.9721	0.77859	-0.00705719	-0.00027561	0.0092087	-0.0070572	0.0091476	0.043243	0.011154	-0.089233	-0.0010891	9.7969	0	0	0	24.78623	120.9975	144.1119	-0.05838013	0.2866211	144.1119	-23	7
13:10:42:01	792	26.3906	-0.76025	0.0041962	-0.0052032	-0.64941	81.0085	0.765767	-0.00282669	-9.27E-05	0.0061417	-0.0028267	0.0039749	0.03949	-0.0041161	-0.091003	0.0059891	9.7813	0	0	0	24.78623	120.9975	144.0584	-0.04840088	0.2770996	144.0584	-23	6.5
